region	acq	desc	success	K1	k2	k3	k4	inpshift	vB	VT	Vnd	BPp	BPnd	K1-se	k2-se	k3-se	k4-se	VT-se	Vnd-se	BPp-se	BPnd-se	AIC	BIC	RSS	reduced_chisq
ACC	acq	NA	TRUE	0.17293197002008118	0.19193315626519802	0.038309167535110066	0.035497072813322386	-0.12912561648752363	0.05	1.8733797674061896	0.9010010223618554	0.9723787450443341	1.0792204680249655	0.018950320853828518	0.0514141962566899	0.14163046016026196	0.12006383671015144	0.025051423175599854	0.03623557913782752	0.04679741004451651	0.06759582190815573	44.49273225832597	50.97191658834762	5.488871567784824	0.238646589903688
Amygdala	acq	NA	TRUE	0.11215326880446715	0.14293752941107304	0.07989688868604909	0.08070111516968813	-0.12912561648752363	0.05	1.5614434906964987	0.7846313649505327	0.7768121257459661	0.9900345059427245	0.0240882225777272	0.10907277405923929	0.26798519916458863	0.1272266355177053	0.014475756720206776	0.08815217187101347	0.08546776564673648	0.1712258790822959	29.159335475096775	35.63851980511842	3.110610803112586	0.13524394796141678
Caudate	acq	NA	TRUE	0.16394627058924077	0.18258547975891853	0.02216442589551147	0.03406202036452655	-0.12912561648752363	0.05	1.4821956550841566	0.8979151617407445	0.5842804933434121	0.6507079045315327	0.011744581082393521	0.030283244053345947	0.12938271905621887	0.12310127732826268	0.019822006743312783	0.021118294629005805	0.047316295656093466	0.05640658587993974	19.6379692717903	26.117153601811946	2.1862241292865017	0.0950532230124566
Frontal	acq	NA	TRUE	0.19913812257917474	0.21354647497333942	0.033223871752372076	0.029591722894354366	-0.12912561648752363	0.05	1.9795169527562564	0.9325282592655134	1.0469886934907433	1.122742054289467	0.013485939354275875	0.033146456452023236	0.0951553981621457	0.09375596759179468	0.02211562460590192	0.022548497378353127	0.0383113687967747	0.04597822448513162	32.24775230694273	38.72693663696438	3.487568941795222	0.15163343225196615
Hippocampus	acq	NA	TRUE	0.13089713140904394	0.19299521237739645	0.06287900912148624	0.05267617158751248	-0.12912561648752363	0.05	1.487848840726098	0.6782403034593338	0.809608537266764	1.193689807487689	0.01640923747257646	0.052063877804144724	0.11960084573909013	0.07583163168584094	0.013671894542515422	0.03836856262744795	0.03394720256764861	0.06693204664468892	16.145494644571137	22.624678974592783	1.9209598860991344	0.08351999504778845
Insula	acq	NA	TRUE	0.16578665537276893	0.19094539302110414	0.04894198557132319	0.039071748595815387	-0.12912561648752363	0.05	1.9558159562128745	0.8682411905818825	1.0875747656309922	1.252618255650962	0.020526974825314313	0.05911945988717533	0.14046664829654984	0.10666067405487084	0.022681912496566852	0.04238554630183625	0.04221424330516975	0.07183962926640249	44.75763222532664	51.236816555348284	5.542988529533823	0.24099950128407926
Occipital	acq	NA	TRUE	0.19630514272086988	0.21077176017200835	0.03315707113664164	0.02815031095448968	-0.12912561648752363	0.05	2.028377712194426	0.9313635876109189	1.097014124583507	1.1778580773138292	0.010133799779193068	0.02491675655427359	0.07000951976876164	0.0706074849971943	0.017379590569197675	0.016959428320031198	0.029223803793156252	0.034284952947531665	16.594107881045456	23.073292211067102	1.9531438534105143	0.08491929797437019
PCC	acq	NA	TRUE	0.19910629932359866	0.20654834354197124	0.03803140769228473	0.03438516745679542	-0.12912561648752363	0.05	2.0301593231779025	0.9639694800221899	1.0661898431557126	1.1060410783245644	0.018876420395609796	0.049018784682404865	0.1345728861397851	0.11839307792816393	0.025751080928715368	0.03397879471901949	0.04675477544155743	0.06436641031819908	50.09923658625448	56.57842091627612	6.755594656769149	0.29372150681604997
Parietal	acq	NA	TRUE	0.1843143855331259	0.1960483016858324	0.029281526034255715	0.028782553150176016	-0.12912561648752363	0.05	1.8965940164960466	0.940147830652927	0.9564461858431195	1.0173359493675302	0.010928175847081037	0.02745633476526337	0.08576010565331911	0.08617232344209176	0.019376210219791225	0.018895838936381613	0.034831473858486006	0.04066516632862108	19.758452814571896	26.237637144593542	2.1960016331568437	0.0954783318763845
Putamen	acq	NA	TRUE	0.21524307659029795	0.19286387802176444	0.03987607459906099	0.05984323837499241	-0.12912561648752363	0.05	1.8596982680600564	1.1160362365315917	0.7436620315284646	0.6663421913965907	0.01230891374601007	0.03699475188058219	0.13352013577354582	0.0930875296794005	0.011858153513484928	0.026917923907397806	0.04225077154316256	0.06481236875407154	29.50993081348929	35.989115143510936	3.1512655030378185	0.13701154361033993
Temporal	acq	NA	TRUE	0.1611364426276848	0.16910511748521775	0.03369407932422207	0.029887375337672818	-0.12912561648752363	0.05	2.0271211423484266	0.9528773878872736	1.074243754461153	1.127368293252266	0.012193355150608988	0.03387221858032226	0.0946916402257485	0.08702193708358719	0.019688955074711075	0.024161819683600542	0.03370288132219111	0.044293079909979806	21.535173650714988	28.014357980736634	2.345368993339332	0.10197256492779704
Thalamus	acq	NA	TRUE	0.18100863069334674	0.19726997017455764	0.08864318789570089	0.11079460259325191	-0.12912561648752363	0.05	1.651684731619138	0.9175680947950579	0.7341166368240801	0.8000677453677677	0.01162523632309174	0.04765264077197475	0.13522067308652455	0.06658446924448347	0.006648658368851299	0.03751774043366184	0.04584938406930921	0.08229168845896886	4.577513463732127	11.056697793753774	1.251548086631793	0.054415134201382304
